stock_code,date,price,wisdom_buy,wisdom_sell,smart_money_signal,ma5,ma10,ma20,volume_ratio,combined_signal,stock_name
600031,2025-07-09,19.11,0.0,0.0,1.0,18.584,18.264,18.0225,1.556667877757436,buy,三一重工
600519,2025-07-09,1418.88,0.0,0.0,1.0,1416.7019999999998,1413.0819999999999,1408.139,0.8584242060465613,buy,贵州茅台
166,2025-07-09,5.06,0.0,0.0,0.0,5.037999999999999,5.032,4.955,0.8782632437666242,hold,申万宏源
601066,2025-07-09,24.16,0.0,0.0,0.0,24.016000000000002,24.009999999999998,23.8065,1.0388168246228953,hold,中信建投
600011,2025-07-09,7.17,0.0,0.0,0.0,7.184,7.0569999999999995,7.055,0.7827712729991678,hold,华能国际
600039,2025-07-09,9.48,0.0,0.0,0.0,9.517999999999999,9.671000000000001,9.725,0.7986081479195387,hold,四川路桥
1,2025-07-09,12.84,0.0,0.0,0.0,12.652000000000001,12.456,12.129999999999999,0.9060074116084145,hold,平安银行
601698,2025-07-09,20.02,0.0,0.0,0.0,20.354000000000003,20.273,19.8815,0.9276340273373498,hold,中国卫通
600018,2025-07-09,5.76,0.0,0.0,0.0,5.806,5.787,5.802,1.1318291677325023,hold,上港集团
300033,2025-07-09,272.23,0.0,0.0,0.0,270.974,272.158,262.419,0.830479460502104,hold,同花顺
601398,2025-07-09,7.85,1.0,1.0,1.0,7.7459999999999996,7.688000000000001,7.5065,1.0001143569135171,strong_buy,工商银行
601169,2025-07-09,7.05,1.0,1.0,1.0,6.981999999999999,6.869,6.712999999999999,1.0061575130195388,strong_buy,北京银行
601633,2025-07-09,21.88,0.0,0.0,0.0,21.894,21.686,21.561,0.849466756742396,hold,长城汽车
938,2025-07-09,23.98,0.0,0.0,0.0,23.812,23.762999999999998,23.476499999999998,0.977457017220917,hold,紫光股份
975,2025-07-09,18.55,0.0,0.0,0.0,18.908,19.024,19.4465,0.851947664196021,hold,山金国际
300498,2025-07-09,17.5,0.0,0.0,0.0,17.327999999999996,17.223000000000003,17.229,2.0092759551758848,hold,温氏股份
600900,2025-07-09,29.98,0.0,0.0,0.0,30.082,30.25,30.419,0.9026109397092709,hold,长江电力
601688,2025-07-09,18.02,0.0,0.0,0.0,18.012,17.928,17.5515,0.9819862617915749,hold,华泰证券
603993,2025-07-09,8.06,0.0,0.0,0.0,8.443999999999999,8.4,7.997,2.455313390771866,hold,洛阳钼业
600028,2025-07-09,5.68,0.0,0.0,0.0,5.67,5.671,5.7125,0.8869511788000467,hold,中国石化
601766,2025-07-09,7.23,0.0,0.0,1.0,7.15,7.1,7.0985,1.312723841267914,buy,中国中车
603833,2025-07-09,57.46,0.0,0.0,1.0,56.416,56.272000000000006,56.05499999999999,2.127252675051624,buy,欧派家居
600196,2025-07-09,25.23,0.0,0.0,1.0,25.292,25.141,25.1015,1.1874877997718658,buy,复星医药
600900,2025-07-09,29.98,0.0,0.0,0.0,30.082,30.25,30.419,0.9026109397092709,hold,长江电力
2460,2025-07-09,34.53,0.0,0.0,0.0,34.646,34.274,32.9265,0.7019171393798933,hold,赣锋锂业
688036,2025-07-09,77.36,0.0,0.0,0.0,76.118,76.99600000000001,77.5315,0.8091300038485643,hold,传音控股
600015,2025-07-09,8.44,0.0,0.0,0.0,8.363999999999999,8.199,7.972499999999999,0.867594158145962,hold,华夏银行
601728,2025-07-09,7.69,0.0,0.0,0.0,7.67,7.714999999999999,7.7574999999999985,1.6407135072153134,hold,中国电信
600845,2025-07-09,23.57,0.0,0.0,0.0,23.506,23.445,23.519,0.9582285176318146,hold,宝信软件
601865,2025-07-09,17.14,0.0,0.0,0.0,16.896,16.068,15.152499999999998,1.3265372746145203,hold,福莱特
300750,2025-07-09,270.8,1.0,1.0,1.0,264.678,258.134,252.03149999999997,1.5912711938513704,strong_buy,宁德时代
688187,2025-07-09,43.33,0.0,0.0,1.0,43.05,42.939,42.5205,1.0523008245479073,buy,时代电气
2028,2025-07-09,71.25,0.0,0.0,0.0,72.678,72.685,72.8085,1.5990001876979718,hold,思源电气
601600,2025-07-09,6.98,0.0,0.0,0.0,7.0840000000000005,7.082000000000001,6.9875,1.1723162126218079,hold,中国铝业
600377,2025-07-09,15.29,0.0,0.0,0.0,15.285999999999998,15.358,15.5995,1.0501654630843225,hold,宁沪高速
688111,2025-07-09,269.96,0.0,0.0,0.0,269.696,272.741,271.899,0.6877425452393113,hold,金山办公
600036,2025-07-09,47.13,0.0,0.0,0.0,47.126,46.903000000000006,46.4585,1.0976016719616464,hold,招商银行
651,2025-07-09,46.2,0.0,0.0,0.0,46.51200000000001,46.006,45.339,0.9770149051110091,hold,格力电器
600900,2025-07-09,29.98,0.0,0.0,0.0,30.082,30.25,30.419,0.9026109397092709,hold,长江电力
661,2025-07-09,101.51,0.0,0.0,0.0,103.08999999999999,99.67099999999999,100.301,0.9906869337934885,hold,长春高新
603799,2025-07-09,38.38,0.0,0.0,0.0,38.134,37.813,37.070499999999996,0.9746405145078139,hold,华友钴业
2938,2025-07-09,38.32,0.0,0.0,0.0,37.532,34.888999999999996,32.467,1.3375187530806938,hold,鹏鼎控股
688599,2025-07-09,15.61,0.0,0.0,0.0,15.122,14.747,14.349,1.219497192773786,hold,天合光能
600150,2025-07-09,32.52,0.0,0.0,0.0,32.952000000000005,32.717,31.753500000000003,0.9616132688599346,hold,中国船舶
600406,2025-07-09,22.09,0.0,0.0,0.0,22.088,22.18,22.167499999999997,1.017730263746622,hold,国电南瑞
601799,2025-07-09,122.05,0.0,0.0,0.0,122.26399999999998,123.051,126.576,0.8365744637622268,hold,星宇股份
600176,2025-07-09,12.27,0.0,0.0,0.0,12.172,11.851,11.498000000000001,1.6930363465524436,hold,中国巨石
603259,2025-07-09,69.7,0.0,0.0,0.0,70.296,69.34400000000001,68.01,0.7730745246734549,hold,药明康德
601857,2025-07-09,8.58,0.0,0.0,0.0,8.565999999999999,8.598,8.7065,0.8907787668263994,hold,中国石油
603993,2025-07-09,8.06,0.0,0.0,0.0,8.443999999999999,8.4,7.997,2.455313390771866,hold,洛阳钼业
601077,2025-07-09,7.51,1.0,1.0,1.0,7.358,7.319,7.272499999999999,1.19652058597305,strong_buy,渝农商行
601288,2025-07-09,6.2,1.0,1.0,1.0,6.0760000000000005,6.016,5.8885000000000005,1.0560179921859827,strong_buy,农业银行
300122,2025-07-09,20.0,0.0,0.0,1.0,19.746000000000002,19.65,19.4645,1.2378187947322994,buy,智飞生物
601607,2025-07-09,18.0,0.0,0.0,1.0,17.948,17.875,17.837,0.7051103149160852,buy,上海医药
977,2025-07-09,51.28,0.0,0.0,0.0,50.824,50.588,49.788500000000006,1.1146086318993464,hold,浪潮信息
600584,2025-07-09,33.18,0.0,0.0,0.0,33.288,33.397000000000006,32.775999999999996,0.7635635928326332,hold,长电科技
708,2025-07-09,12.42,0.0,0.0,0.0,12.392,12.091,11.798,1.2016445563914475,hold,中信特钢
1979,2025-07-09,8.98,0.0,0.0,0.0,8.861999999999998,8.789,8.722,1.0011958156792826,hold,招商蛇口
603993,2025-07-09,8.06,0.0,0.0,0.0,8.443999999999999,8.4,7.997,2.455313390771866,hold,洛阳钼业
601166,2025-07-09,25.08,0.0,0.0,0.0,24.848000000000003,24.276999999999997,23.7035,0.7739058923411827,hold,兴业银行
2475,2025-07-09,35.3,0.0,0.0,0.0,35.294,34.663,33.64149999999999,0.8052633201536542,hold,立讯精密
601808,2025-07-09,13.67,0.0,0.0,0.0,13.756,13.741,13.9585,0.43976617116231015,hold,中海油服
603195,2025-07-09,47.65,0.0,0.0,0.0,47.614,47.766999999999996,48.342499999999994,0.977955851958619,hold,公牛集团
2371,2025-07-09,331.15,0.0,0.0,0.0,332.224,328.316,320.2595,1.026208173658085,hold,北方华创
600219,2025-07-09,3.85,0.0,0.0,0.0,3.8980000000000006,3.875,3.8284999999999996,1.141168634674045,hold,南山铝业
2352,2025-07-09,47.67,0.0,0.0,0.0,47.704,48.259,49.034499999999994,0.5947635120010009,hold,顺丰控股
301236,2025-07-09,53.0,0.0,0.0,0.0,52.641999999999996,53.367999999999995,53.275,1.040310042316522,hold,软通动力
600018,2025-07-09,5.76,0.0,0.0,0.0,5.806,5.787,5.802,1.1318291677325023,hold,上港集团
601021,2025-07-09,55.78,0.0,0.0,0.0,55.379999999999995,55.431999999999995,55.61900000000001,1.0209040129804707,hold,春秋航空
601100,2025-07-09,71.03,0.0,0.0,0.0,69.75,70.131,68.99249999999999,0.9602487003816804,hold,恒立液压
600183,2025-07-09,32.83,1.0,1.0,1.0,31.2,30.529000000000003,29.6455,1.4227196369420858,strong_buy,生益科技
601288,2025-07-09,6.2,1.0,1.0,1.0,6.0760000000000005,6.016,5.8885000000000005,1.0560179921859827,strong_buy,农业银行
300394,2025-07-09,83.88,1.0,1.0,1.0,78.588,77.46099999999998,75.71700000000001,1.1483273442492343,strong_buy,天孚通信
688472,2025-07-09,9.56,0.0,0.0,1.0,9.272,9.091,8.793,1.5746525399090372,buy,阿特斯
600050,2025-07-09,5.43,0.0,0.0,1.0,5.366,5.345,5.286499999999999,1.953819968472768,buy,中国联通
600519,2025-07-09,1418.88,0.0,0.0,1.0,1416.7019999999998,1413.0819999999999,1408.139,0.8584242060465613,buy,贵州茅台
600489,2025-07-09,13.78,0.0,0.0,0.0,14.190000000000001,14.237,14.1785,1.5382260546042956,hold,中金黄金
600233,2025-07-09,12.7,0.0,0.0,0.0,12.709999999999999,12.783,12.782,0.5152976590233698,hold,圆通速递
600018,2025-07-09,5.76,0.0,0.0,0.0,5.806,5.787,5.802,1.1318291677325023,hold,上港集团
300408,2025-07-09,31.89,0.0,0.0,0.0,32.403999999999996,32.48199999999999,32.083,1.0947453489023091,hold,三环集团
601919,2025-07-09,15.23,0.0,0.0,0.0,15.388,15.252,15.2065,0.6434994419556027,hold,中远海控
605499,2025-07-09,305.66,0.0,0.0,0.0,307.004,311.596,317.4275,1.0054801698634326,hold,东鹏饮料
601100,2025-07-09,71.03,0.0,0.0,0.0,69.75,70.131,68.99249999999999,0.9602487003816804,hold,恒立液压
600025,2025-07-09,9.55,0.0,0.0,0.0,9.597999999999999,9.632000000000001,9.668,0.7905942272234946,hold,华能水电
1,2025-07-09,12.84,0.0,0.0,0.0,12.652000000000001,12.456,12.129999999999999,0.9060074116084145,hold,平安银行
408,2025-07-09,41.56,0.0,0.0,0.0,42.494,42.83,41.9555,1.4354613713314202,hold,藏格矿业
688111,2025-07-09,269.96,0.0,0.0,0.0,269.696,272.741,271.899,0.6877425452393113,hold,金山办公
2179,2025-07-09,39.37,0.0,0.0,0.0,39.364,39.459,38.7325,0.8776556974972259,hold,中航光电
600760,2025-07-09,59.44,0.0,0.0,0.0,59.025999999999996,57.718,55.845000000000006,0.7477226504676157,hold,中航沈飞
601166,2025-07-09,25.08,0.0,0.0,0.0,24.848000000000003,24.276999999999997,23.7035,0.7739058923411827,hold,兴业银行
600875,2025-07-09,17.2,1.0,1.0,1.0,16.932,16.814,16.686,1.1994029566267823,strong_buy,东方电气
601328,2025-07-09,8.22,1.0,1.0,1.0,8.168000000000001,8.139999999999999,8.0195,0.8331803258073697,strong_buy,交通银行
601988,2025-07-09,5.78,1.0,1.0,1.0,5.708,5.686,5.6075,0.9587439563097433,strong_buy,中国银行
600061,2025-07-09,7.69,1.0,1.0,1.0,7.558,7.539999999999999,7.4239999999999995,2.0412050183699533,strong_buy,国投资本
601077,2025-07-09,7.51,1.0,1.0,1.0,7.358,7.319,7.272499999999999,1.19652058597305,strong_buy,渝农商行
600438,2025-07-09,20.27,0.0,0.0,1.0,19.034,17.722,16.6105,2.0827472224525643,buy,通威股份
300122,2025-07-09,20.0,0.0,0.0,1.0,19.746000000000002,19.650000000000002,19.4645,1.2378187947322994,buy,智飞生物
300759,2025-07-09,25.0,0.0,0.0,1.0,24.526,24.252,24.0435,1.5429042234176285,buy,康龙化成
600196,2025-07-09,25.23,0.0,0.0,1.0,25.292,25.141,25.1015,1.1874877997718658,buy,复星医药
876,2025-07-09,9.62,0.0,0.0,1.0,9.534,9.469,9.467,1.8754581051789894,buy,新 希 望
