stock_code,date,price,wisdom_buy,wisdom_sell,smart_money_signal,ma5,ma10,ma20,volume_ratio,combined_signal,stock_name
600380,2025-07-10,11.72,0.0,0.0,0.0,11.524000000000001,11.311,11.212,1.2129833429520986,hold,股票600380
600562,2025-07-10,29.94,-1.0,-1.0,-1.0,30.278000000000002,30.285999999999994,30.038,0.6170605012426827,strong_sell,股票600562
300750,2025-07-10,272.0,1.0,1.0,1.0,266.56,260.055,253.141,1.2891880061631775,strong_buy,股票300750
600348,2025-07-10,7.04,1.0,1.0,1.0,6.910000000000001,6.831999999999999,6.785000000000001,1.2076764120290415,strong_buy,股票600348
600183,2025-07-10,34.15,1.0,1.0,1.0,32.056,30.994,29.9455,1.5658276818770784,strong_buy,股票600183
300394,2025-07-10,87.49,1.0,1.0,1.0,80.47,78.889,76.352,1.3360419474865453,strong_buy,股票300394
002736,2025-07-10,11.76,1.0,1.0,1.0,11.623999999999999,11.589,11.456,0.8298325960397439,strong_buy,股票002736
000415,2025-07-10,3.55,1.0,1.0,1.0,3.442,3.3879999999999995,3.3019999999999996,1.9413831473971261,strong_buy,股票000415
002153,2025-07-10,9.32,0.0,0.0,0.0,9.164,8.876000000000001,8.686,1.3670042400445115,hold,股票002153
601928,2025-07-10,11.59,0.0,0.0,0.0,11.368,11.083,10.968,0.7934494983156622,hold,股票601928
601098,2025-07-10,13.88,0.0,0.0,0.0,13.591999999999999,13.354,13.263499999999999,0.7325929044181188,hold,股票601098
603486,2025-07-10,57.9,0.0,0.0,0.0,57.036,56.943999999999996,55.41949999999999,1.3526214493282822,hold,股票603486
601921,2025-07-10,8.16,0.0,0.0,0.0,8.063999999999998,8.026,7.9735,0.8217206497167745,hold,股票601921
003031,2025-07-10,51.6,-1.0,-1.0,-1.0,51.864,52.227,49.485,1.0023862036099094,strong_sell,股票003031
600562,2025-07-10,29.94,-1.0,-1.0,-1.0,30.278000000000002,30.285999999999994,30.038,0.6170605012426827,strong_sell,股票600562
